Corpus,Amount,Duplicates
116486513,3,"['116760952', '116246708', '116486513']"
198973815,2,"['215484903', '198973815']"
198013193,2,"['30532128', '198013193']"
189831962,3,"['189853578', '189853996', '189831962']"
35346380,2,"['208241', '35346380']"
14554028,2,"['215044967', '14554028']"
78694970,2,"['15514166', '78694970']"
44479701,2,"['214912059', '44479701']"
56129025,2,"['201656011', '56129025']"
3951502,2,"['215697610', '3951502']"
204811392,2,"['215496813', '204811392']"
201146831,2,"['203697324', '201146831']"
5258087,2,"['30191766', '5258087']"
163271370,2,"['163763807', '163271370']"
4993829,2,"['214990277', '4993829']"
201759818,2,"['143214819', '201759818']"
1702554,2,"['215569534', '1702554']"
169434930,2,"['6440865', '169434930']"
196490606,2,"['21734976', '196490606']"
1356165,2,"['215617940', '1356165']"
26212775,2,"['195226594', '26212775']"
81187427,2,"['46810273', '81187427']"
154455118,2,"['153927354', '154455118']"
186209943,2,"['93708908', '186209943']"
11366236,2,"['53243656', '11366236']"
215676017,3,"['215714642', '215655311', '215676017']"
54570260,2,"['32833622', '54570260']"
27325753,4,"['10039493', '5102299', '36184077', '27325753']"
195097708,2,"['195132299', '195097708']"
6537927,2,"['215084101', '6537927']"
6236184,2,"['214827978', '6236184']"
20219429,2,"['196478196', '20219429']"
89617105,2,"['215382642', '89617105']"
111066359,2,"['173180420', '111066359']"
13912545,2,"['215665374', '13912545']"
169622992,2,"['139996418', '169622992']"
208286339,2,"['203737109', '208286339']"
51662511,2,"['51666380', '51662511']"
15283158,2,"['214900808', '15283158']"
34925313,2,"['42392460', '34925313']"
212649637,2,"['215417016', '212649637']"
52944358,2,"['215396733', '52944358']"
3346422,2,"['215124330', '3346422']"
54069848,2,"['215263423', '54069848']"
199435004,2,"['215306883', '199435004']"
29897405,2,"['214820529', '29897405']"
46249959,5,"['19151973', '36357062', '45386324', '29049368', '46249959']"
4887127,2,"['215114291', '4887127']"
117818214,2,"['198138169', '117818214']"
17843054,2,"['215000400', '17843054']"
205608788,2,"['45126952', '205608788']"
62207295,2,"['10612742', '62207295']"
10693645,2,"['215141905', '10693645']"
22287652,2,"['201144965', '22287652']"
22217166,2,"['214934165', '22217166']"
15785864,2,"['215564592', '15785864']"
38685159,2,"['214951773', '38685159']"
14719078,2,"['214955589', '14719078']"
189832295,2,"['97814284', '189832295']"
10930695,2,"['215520082', '10930695']"
201016654,2,"['73135521', '201016654']"
19322386,2,"['7419051', '19322386']"
208606541,2,"['215454544', '208606541']"
22179394,2,"['42707645', '22179394']"
45145394,4,"['37828114', '34744116', '37062142', '45145394']"
128570773,2,"['210073133', '128570773']"
8883185,2,"['208306644', '8883185']"
34352833,2,"['208512035', '34352833']"
92396055,4,"['92118304', '91868121', '92673119', '92396055']"
195867462,2,"['57680771', '195867462']"
3809819,2,"['214890246', '3809819']"
32610587,2,"['73321496', '32610587']"
68994630,3,"['142085106', '145632676', '68994630']"
51606030,2,"['83168824', '51606030']"
91185469,2,"['215368881', '91185469']"
47553650,2,"['22507556', '47553650']"
45028127,2,"['11414474', '45028127']"
55729432,2,"['197630379', '55729432']"
53244524,2,"['8994460', '53244524']"
30168407,2,"['78812346', '30168407']"
17833205,2,"['215634404', '17833205']"
211534667,2,"['215462319', '211534667']"
24446871,2,"['215002466', '24446871']"
208496591,2,"['82048807', '208496591']"
56171050,2,"['215289207', '56171050']"
34710409,2,"['122562438', '34710409']"
147704294,2,"['215282731', '147704294']"
118593740,2,"['118689489', '118593740']"
42778304,2,"['197870714', '42778304']"
5625174,2,"['215200660', '5625174']"
5454605,2,"['215604625', '5454605']"
3959888,2,"['215070738', '3959888']"
11520441,2,"['215187662', '11520441']"
10018528,2,"['215052563', '10018528']"
162311728,2,"['161427518', '162311728']"
195243736,4,"['195243512', '195243547', '195242262', '195243736']"
43948692,2,"['215084448', '43948692']"
15006268,2,"['215525487', '15006268']"
17438860,2,"['215668224', '17438860']"
42678252,2,"['107810553', '42678252']"
203044123,2,"['124859525', '203044123']"
210041804,2,"['209383883', '210041804']"
207895382,2,"['209417320', '207895382']"
68522144,3,"['58447072', '68018352', '68522144']"
208519597,18,"['52871425', '208518265', '47261635', '47260866', '52829734', '208518310', '47453389', '47066363', '47066285', '52838355', '47262739', '34506485', '38871483', '6927223', '47260857', '52865019', '5604957', '208519597']"
195268760,2,"['195137197', '195268760']"
173182019,2,"['126186866', '173182019']"
7116026,2,"['215192972', '7116026']"
1734208,2,"['214859421', '1734208']"
62725355,2,"['18382392', '62725355']"
13679106,2,"['214832760', '13679106']"
6333226,2,"['196802854', '6333226']"
15575428,2,"['215614457', '15575428']"
154636424,2,"['195334780', '154636424']"
208063475,2,"['30332478', '208063475']"
44135550,2,"['214947951', '44135550']"
16145882,2,"['215078074', '16145882']"
122903756,2,"['15131262', '122903756']"
198969679,3,"['85704360', '198126191', '198969679']"
189942041,2,"['153652879', '189942041']"
198173495,2,"['198177790', '198173495']"
11347536,2,"['138335755', '11347536']"
212664330,2,"['212664750', '212664330']"
36178120,2,"['39492009', '36178120']"
21285656,2,"['196607771', '21285656']"
8277970,2,"['215524455', '8277970']"
12242549,2,"['196912376', '12242549']"
123558097,2,"['204176859', '123558097']"
43980795,2,"['214946403', '43980795']"
201827433,2,"['215440890', '201827433']"
14560309,2,"['215636275', '14560309']"
9160519,2,"['214889020', '9160519']"
97409549,2,"['95463876', '97409549']"
195241342,2,"['14887186', '195241342']"
3077555,2,"['215212866', '3077555']"
12862528,2,"['215039582', '12862528']"
15656747,2,"['61241690', '15656747']"
52820364,2,"['18606113', '52820364']"
8659054,2,"['214970758', '8659054']"
44826274,2,"['116576919', '44826274']"
68843577,2,"['71342374', '68843577']"
33740952,2,"['214884247', '33740952']"
140214217,2,"['140224550', '140214217']"
73064076,2,"['43197596', '73064076']"
23186,2,"['18775579', '23186']"
1536682,2,"['215528076', '1536682']"
33913387,2,"['32240062', '33913387']"
3372309,2,"['215126828', '3372309']"
195113044,2,"['195104131', '195113044']"
148805984,2,"['144998701', '148805984']"
1371405,2,"['215698710', '1371405']"
2328750,2,"['215654615', '2328750']"
34297506,2,"['215587743', '34297506']"
121466417,2,"['189775374', '121466417']"
8662816,2,"['214965862', '8662816']"
35547131,2,"['195863710', '35547131']"
89970088,20,"['90386954', '90444299', '91115552', '90597439', '90611827', '90055290', '90537626', '90335923', '90069196', '90588915', '90434814', '90610953', '89989899', '90625312', '89890668', '90120102', '91123626', '91114488', '90345982', '89970088']"
44217364,2,"['39883575', '44217364']"
34218961,79,"['44654208', '4375552', '3851665', '54429699', '4623494', '5584518', '12668041', '54313227', '205985036', '38401167', '3921680', '29456016', '45677073', '5592595', '205986964', '12002428', '3264144', '32482455', '54317592', '45337623', '42872855', '26628382', '44754335', '45608226', '12188323', '43447075', '28664742', '4575270', '27217323', '36866091', '5300396', '33898030', '26646835', '2247860', '26366133', '43647158', '4547510', '13762622', '29522370', '39983811', '8256836', '42796740', '26794953', '38589642', '205985739', '3832013', '5144654', '4439629', '12945872', '11192141', '5536979', '9761748', '205986645', '26149972', '44575060', '36406487', '4443736', '32405850', '26758748', '725113', '13942499', '34923494', '30950630', '46168296', '54344425', '21796460', '205985389', '5897710', '39944303', '30315889', '43186162', '2014196', '5685494', '32120951', '28714233', '12000890', '28965756', '42286462', '34218961']"
10226557,2,"['202646525', '10226557']"
19064154,3,"['43185600', '44256362', '19064154']"
52079923,2,"['214978040', '52079923']"
9619313,2,"['215647279', '9619313']"
49869496,2,"['215025418', '49869496']"
1446771,2,"['215648459', '1446771']"
113513974,2,"['119626182', '113513974']"
15128979,2,"['214820931', '15128979']"
146120147,2,"['215284800', '146120147']"
2905002,2,"['215001883', '2905002']"
232743,2,"['214890821', '232743']"
72075198,2,"['33860677', '72075198']"
195365798,2,"['104027548', '195365798']"
10572429,2,"['122060879', '10572429']"
31198928,2,"['215117854', '31198928']"
67788890,2,"['215354618', '67788890']"
7608141,2,"['215185289', '7608141']"
12059482,2,"['215122999', '12059482']"
181347732,2,"['215267671', '181347732']"
210868302,2,"['215441909', '210868302']"
13770372,2,"['214906310', '13770372']"
132066235,2,"['199471134', '132066235']"
27163593,2,"['215562697', '27163593']"
118564390,2,"['122091806', '118564390']"
14761066,2,"['215710145', '14761066']"
3726576,2,"['215004532', '3726576']"
12937102,2,"['19290528', '12937102']"
98003742,2,"['196888676', '98003742']"
14936970,2,"['215685814', '14936970']"
196768142,2,"['197298260', '196768142']"
11910126,2,"['215103444', '11910126']"
48360265,2,"['215115263', '48360265']"
94196041,2,"['93212381', '94196041']"
5938218,2,"['214951002', '5938218']"
209087167,2,"['215443321', '209087167']"
11771164,2,"['53245740', '11771164']"
189902827,3,"['189903617', '189902878', '189902827']"
16810261,2,"['195705584', '16810261']"
43981705,2,"['214842844', '43981705']"
43951101,4,"['214862376', '214991872', '43964178', '43951101']"
111183790,2,"['38276188', '111183790']"
54099905,2,"['78957862', '54099905']"
8360144,2,"['198122372', '8360144']"
14784507,2,"['215517010', '14784507']"
37941249,2,"['215088336', '37941249']"
196690175,2,"['215506606', '196690175']"
198174808,2,"['198174468', '198174808']"
208236068,2,"['74717537', '208236068']"
52851716,2,"['52855162', '52851716']"
17535378,2,"['214960946', '17535378']"
202021997,2,"['209420051', '202021997']"
682067,2,"['215612444', '682067']"
33688686,2,"['6456775', '33688686']"
3899149,2,"['214890572', '3899149']"
5414962,2,"['214943849', '5414962']"
704383,2,"['56828023', '704383']"
12966492,2,"['215579116', '12966492']"
97087155,2,"['196778283', '97087155']"
28613096,2,"['38938758', '28613096']"
113790825,2,"['238432', '113790825']"
202775874,2,"['61562590', '202775874']"
31457527,2,"['8177315', '31457527']"
43945176,2,"['214969474', '43945176']"
50786393,2,"['215071361', '50786393']"
199623373,2,"['215476675', '199623373']"
4880443,2,"['215633593', '4880443']"
46712625,2,"['210807991', '46712625']"
43978188,2,"['215169584', '43978188']"
52038646,2,"['214917079', '52038646']"
5239539,3,"['27470246', '37446695', '5239539']"
198376850,2,"['215303183', '198376850']"
131778692,2,"['215341784', '131778692']"
189871741,2,"['13197396', '189871741']"
44110686,2,"['215081389', '44110686']"
35656480,2,"['57547260', '35656480']"
208784397,67,"['208790537', '208793100', '208782354', '208790036', '208783903', '208782377', '208784434', '208782899', '208784947', '208784953', '208793659', '208782403', '208783466', '208792194', '208782492', '208790687', '208783014', '208783529', '208782505', '208782536', '208790230', '208783574', '208786153', '208790269', '208785149', '208782604', '208784141', '208783630', '208784144', '208783122', '208785694', '208789798', '208785208', '208782649', '208785724', '208788286', '208784704', '208782145', '208793414', '208783175', '208789321', '208782158', '208785233', '208790869', '208783714', '208793447', '208790381', '208793968', '208783730', '208791933', '208791430', '208787336', '208793994', '208783758', '208788375', '208784301', '208782269', '208782284', '208793045', '208782818', '208790000', '208784881', '208782322', '208792056', '208784889', '208792062', '208784397']"
198210440,2,"['136996504', '198210440']"
31272921,2,"['196418771', '31272921']"
17605369,2,"['215378990', '17605369']"
21293978,2,"['214827083', '21293978']"
8062157,3,"['27985898', '40476479', '8062157']"
189819846,2,"['96643294', '189819846']"
8432645,2,"['215203105', '8432645']"
141488462,2,"['215379699', '141488462']"
42752806,2,"['30779972', '42752806']"
189953192,2,"['140188742', '189953192']"
12556828,2,"['39563530', '12556828']"
209440215,2,"['215491483', '209440215']"
10114961,2,"['54561354', '10114961']"
33488676,2,"['214918908', '33488676']"
189764928,2,"['120455248', '189764928']"
83766982,2,"['161205043', '83766982']"
4727802,2,"['62191261', '4727802']"
10197404,2,"['215045920', '10197404']"
14042531,2,"['215520983', '14042531']"
103195290,2,"['103859940', '103195290']"
201118202,2,"['215463670', '201118202']"
32584317,2,"['10961228', '32584317']"
37983204,2,"['8301098', '37983204']"
11698291,2,"['215523979', '11698291']"
59615009,2,"['215273314', '59615009']"
195237095,16,"['189776526', '195367696', '195315089', '195068821', '195282087', '195282347', '195366713', '195068348', '195333821', '189913412', '195281748', '195068780', '189876205', '195314926', '189875193', '195237095']"
37344604,3,"['10718485', '215210637', '37344604']"
41771754,2,"['35921134', '41771754']"
195672617,2,"['36443299', '195672617']"
26946249,2,"['214851112', '26946249']"
28069169,2,"['215228188', '28069169']"
3430088,2,"['214977310', '3430088']"
196956539,2,"['26171739', '196956539']"
197520096,2,"['204176984', '197520096']"
1647303,2,"['215208091', '1647303']"
29064122,2,"['9908817', '29064122']"
54567374,2,"['397823', '54567374']"
28073157,2,"['73038669', '28073157']"
208296873,2,"['215452191', '208296873']"
158550058,2,"['153686447', '158550058']"
53250382,2,"['215242912', '53250382']"
11404165,2,"['215032419', '11404165']"
10179903,2,"['215605584', '10179903']"
817486,2,"['215098247', '817486']"
12870886,2,"['215694566', '12870886']"
53584181,2,"['189931221', '53584181']"
211189941,2,"['215440158', '211189941']"
23695647,2,"['189779295', '23695647']"
189839520,4,"['189841146', '189840331', '189837822', '189839520']"
189874523,2,"['158895293', '189874523']"
6316839,2,"['214926493', '6316839']"
114297655,2,"['209764873', '114297655']"
39553973,2,"['214837583', '39553973']"
195370372,2,"['123276241', '195370372']"
198685116,2,"['28122736', '198685116']"
15768259,2,"['214882963', '15768259']"
80321020,2,"['38301666', '80321020']"
202837306,2,"['215449384', '202837306']"
16265224,2,"['215202261', '16265224']"
3911302,2,"['215663195', '3911302']"
52910954,2,"['215304862', '52910954']"
5755771,2,"['215150138', '5755771']"
198168436,2,"['215385419', '198168436']"
77987192,2,"['150051249', '77987192']"
11402246,2,"['28229035', '11402246']"
195316873,2,"['111181458', '195316873']"
203825688,2,"['215475321', '203825688']"
53241816,2,"['215282434', '53241816']"
5390799,2,"['215630350', '5390799']"
18337819,2,"['214851593', '18337819']"
37085906,2,"['47573392', '37085906']"
586641,2,"['215672673', '586641']"
16411047,2,"['215140203', '16411047']"
97619207,2,"['15629234', '97619207']"
208239608,2,"['72979214', '208239608']"
18560520,2,"['17564076', '18560520']"
4935721,2,"['215036870', '4935721']"
1746355,2,"['72011380', '1746355']"
155102160,24,"['207833240', '208611224', '189861918', '143425323', '202571567', '73459642', '58585148', '80620227', '73493829', '117720266', '195772748', '208321873', '73416018', '58586708', '209358549', '201018709', '204740311', '174807644', '199380830', '203639008', '201832170', '196812018', '91187829', '155102160']"
149308285,2,"['152249380', '149308285']"
198158489,2,"['129491955', '198158489']"
7037814,2,"['214897925', '7037814']"
62360433,2,"['43968576', '62360433']"
151629087,2,"['145891411', '151629087']"
8038683,2,"['17563861', '8038683']"
42397802,2,"['201890416', '42397802']"
94680405,3,"['93178387', '91568758', '94680405']"
204123987,2,"['204157383', '204123987']"
198168400,2,"['215307096', '198168400']"
53872590,2,"['3676510', '53872590']"
85588079,2,"['198121027', '85588079']"
71423386,2,"['133535818', '71423386']"
12099047,2,"['209143218', '12099047']"
7455548,2,"['215668028', '7455548']"
150511932,2,"['189868759', '150511932']"
10335290,2,"['58846742', '10335290']"
6887919,2,"['215692708', '6887919']"
197316291,2,"['97341026', '197316291']"
52912640,2,"['215398284', '52912640']"
151463244,2,"['151589361', '151463244']"
198154504,4,"['198152720', '198154732', '198153600', '198154504']"
195685206,2,"['9682288', '195685206']"
93003290,2,"['215382126', '93003290']"
209892355,2,"['215490590', '209892355']"
214714736,2,"['215429751', '214714736']"
79937998,2,"['42525105', '79937998']"
191465396,2,"['178088445', '191465396']"
25702636,2,"['125001909', '25702636']"
913876,2,"['62253655', '913876']"
210088456,2,"['215472002', '210088456']"
62809132,2,"['215333498', '62809132']"
115971197,2,"['9805992', '115971197']"
186815234,2,"['3296708', '186815234']"
189913557,2,"['6781863', '189913557']"
52884041,2,"['215328790', '52884041']"
195344143,2,"['121552934', '195344143']"
6426839,2,"['214986596', '6426839']"
145987575,2,"['215333859', '145987575']"
195147849,17,"['195124486', '195162887', '195159823', '195139480', '195141156', '195133098', '195158829', '195149615', '195125041', '195126961', '195142963', '195131829', '195159868', '195132233', '195139186', '195149426', '195147849']"
30986381,2,"['196604436', '30986381']"
43963891,2,"['214885892', '43963891']"
195755320,2,"['215321009', '195755320']"
61458403,3,"['198125371', '24839100', '61458403']"
208533534,2,"['5641676', '208533534']"
100147891,2,"['7936227', '100147891']"
45182040,2,"['34439572', '45182040']"
56595546,2,"['215304740', '56595546']"
15381860,2,"['214905975', '15381860']"
15361240,2,"['215024826', '15361240']"
1705864,2,"['214878950', '1705864']"
196610931,2,"['215351661', '196610931']"
3867866,2,"['215141663', '3867866']"
189937008,10,"['189934785', '189934375', '189933641', '189933678', '189934704', '189936597', '189937238', '189934173', '189937279', '189937008']"
73724677,2,"['215385576', '73724677']"
53233299,2,"['215305226', '53233299']"
33548483,2,"['215154567', '33548483']"
584751,2,"['215690230', '584751']"
49426373,2,"['215071475', '49426373']"
40863716,2,"['32202418', '40863716']"
35053844,2,"['21522224', '35053844']"
22432420,2,"['215080163', '22432420']"
11460920,2,"['214954129', '11460920']"
59609650,2,"['215251033', '59609650']"
15834661,2,"['214997585', '15834661']"
73250949,2,"['77319032', '73250949']"
155373550,2,"['7912645', '155373550']"
6422898,4,"['2060263', '26912493', '36592127', '6422898']"
143784984,2,"['191847173', '143784984']"
189887480,5,"['189883537', '189888599', '189886263', '189885816', '189887480']"
202574740,2,"['119382045', '202574740']"
53977844,2,"['198124576', '53977844']"
14595337,2,"['118899698', '14595337']"
9772440,2,"['215579760', '9772440']"
143220530,2,"['42466012', '143220530']"
13282371,2,"['215165401', '13282371']"
142589335,2,"['152280943', '142589335']"
5093,2,"['215682294', '5093']"
195941062,2,"['12622032', '195941062']"
52961999,2,"['52051519', '52961999']"
210996844,2,"['215440199', '210996844']"
57573452,2,"['215376148', '57573452']"
203828666,2,"['215463215', '203828666']"
16190231,2,"['196597238', '16190231']"
210131138,2,"['215442481', '210131138']"
10510758,2,"['215691999', '10510758']"
17042955,2,"['215688146', '17042955']"
8972171,2,"['4400458', '8972171']"
25270899,2,"['215165181', '25270899']"
15767336,2,"['36187047', '15767336']"
68844767,2,"['36980082', '68844767']"
20483862,2,"['210199593', '20483862']"
14698195,2,"['215213411', '14698195']"
54228953,2,"['54301151', '54228953']"
19441381,2,"['215067601', '19441381']"
19582498,2,"['214917519', '19582498']"
182751169,2,"['215250948', '182751169']"
198153982,2,"['33599448', '198153982']"
157990257,2,"['168278462', '157990257']"
195217721,12,"['195214784', '195217280', '195215978', '195214282', '195214506', '195214573', '195215601', '195216180', '195214710', '195212795', '195215100', '195217721']"
158429200,2,"['215445271', '158429200']"
52245063,2,"['215285578', '52245063']"
202849131,2,"['215502690', '202849131']"
208064697,6,"['208065655', '208066254', '208067186', '208065111', '208065529', '208064697']"
165283707,2,"['199061815', '165283707']"
29419290,2,"['35429190', '29419290']"
196931923,2,"['196820253', '196931923']"
150409838,2,"['156272752', '150409838']"
43964870,9,"['214870400', '43981283', '43966884', '215139909', '215042541', '215080048', '215156821', '215084730', '43964870']"
165173682,2,"['165328201', '165173682']"
212688124,2,"['215421133', '212688124']"
13219872,2,"['215035217', '13219872']"
90496747,2,"['2309703', '90496747']"
199469717,2,"['156690367', '199469717']"
20479592,2,"['215168762', '20479592']"
134368226,2,"['211598121', '134368226']"
122064411,2,"['122487958', '122064411']"
195137596,2,"['195277856', '195137596']"
21726292,2,"['214907331', '21726292']"
6593912,2,"['83807758', '6593912']"
150339048,2,"['215339856', '150339048']"
6792667,2,"['215077560', '6792667']"
10010675,2,"['215654777', '10010675']"
197200131,2,"['33735929', '197200131']"
45442712,2,"['20891722', '45442712']"
118940506,2,"['197528975', '118940506']"
71004406,2,"['71520630', '71004406']"
85494408,2,"['215277429', '85494408']"
14600359,2,"['215641992', '14600359']"
2006853,2,"['215644231', '2006853']"
16069772,2,"['31909358', '16069772']"
27007969,2,"['756502', '27007969']"
14218538,2,"['215648895', '14218538']"
136590107,2,"['189852603', '136590107']"
57073078,2,"['12638174', '57073078']"
83913323,3,"['84747988', '85429701', '83913323']"
18325775,2,"['214963771', '18325775']"
16780350,2,"['215648118', '16780350']"
29989076,2,"['215130118', '29989076']"
4703646,2,"['215124305', '4703646']"
95892699,2,"['119614358', '95892699']"
57783399,2,"['215355733', '57783399']"
18269786,2,"['215040646', '18269786']"
198729226,2,"['198609094', '198729226']"
9974667,2,"['215077902', '9974667']"
21409691,2,"['90390731', '21409691']"
10994018,2,"['215051365', '10994018']"
62741557,2,"['211724553', '62741557']"
203797344,2,"['19893120', '203797344']"
208623433,2,"['98684316', '208623433']"
57296632,2,"['32573777', '57296632']"
50771007,2,"['215016821', '50771007']"
13103015,2,"['14864450', '13103015']"
84534322,2,"['198127685', '84534322']"
55524348,2,"['35296017', '55524348']"
52003277,2,"['214843606', '52003277']"
211033703,2,"['215424357', '211033703']"
198498126,31,"['189834635', '189917838', '189918223', '189902483', '189849237', '189826838', '189850903', '189890839', '189831581', '189850536', '189882164', '189942969', '189848763', '189942719', '198499265', '189940932', '189939781', '189942477', '189828559', '189829976', '189827929', '189850076', '189916641', '189765350', '189848681', '189847914', '189832430', '189890675', '189939448', '189882875', '198498126']"
26295610,2,"['215000843', '26295610']"
72941241,2,"['215280364', '72941241']"
209602553,2,"['2012371', '209602553']"
14503171,2,"['215566669', '14503171']"
210870429,2,"['210860283', '210870429']"
23798386,2,"['215031044', '23798386']"
68162044,2,"['78760437', '68162044']"
52181627,2,"['215023237', '52181627']"
4772267,2,"['4770905', '4772267']"
51622192,2,"['215152342', '51622192']"
12074701,2,"['215566698', '12074701']"
15251968,2,"['215148979', '15251968']"
43972007,33,"['43982215', '43966983', '214957575', '215072011', '214994701', '43940885', '215176743', '214818217', '214895914', '214824363', '215014058', '214868779', '43963307', '43978799', '214917805', '214990071', '214879048', '215172681', '43965641', '215049419', '43970124', '43948627', '43978455', '43944280', '43961573', '215104493', '214993649', '215071733', '43978103', '214947961', '215147898', '214842366', '43972007']"
92285126,2,"['95330430', '92285126']"
189863352,4,"['189863345', '189862866', '189862919', '189863352']"
27288363,2,"['215662021', '27288363']"
45648757,2,"['24725921', '45648757']"
117646,2,"['215678766', '117646']"
79471106,2,"['215300974', '79471106']"
33702227,2,"['120486916', '33702227']"
195708746,3,"['139107363', '84075', '195708746']"
4073518,9,"['4129633', '31796556', '4065292', '29340366', '4099662', '4136497', '4136044', '4112155', '4073518']"
17340650,2,"['215608648', '17340650']"
198173339,2,"['198177568', '198173339']"
1381242,2,"['54457847', '1381242']"
2807069,2,"['195608100', '2807069']"
59943682,2,"['215304493', '59943682']"
60940597,2,"['34089058', '60940597']"
83262586,2,"['2388748', '83262586']"
197649478,2,"['33326170', '197649478']"
96430986,2,"['215370240', '96430986']"
97119225,2,"['195861506', '97119225']"
68095933,2,"['71990384', '68095933']"
37728744,7,"['45426145', '8353188', '27173030', '35267623', '45810223', '36144860', '37728744']"
40923641,2,"['5143471', '40923641']"
49294775,2,"['215034083', '49294775']"
3438564,2,"['214848293', '3438564']"
29980846,2,"['5342819', '29980846']"
7682652,2,"['29410596', '7682652']"
114164508,2,"['45381983', '114164508']"
54481421,2,"['215332538', '54481421']"
10221693,2,"['215191706', '10221693']"
204116952,2,"['209731882', '204116952']"
203704170,2,"['110588738', '203704170']"
17296287,2,"['8897092', '17296287']"
189842884,2,"['13610375', '189842884']"
122736101,2,"['18535242', '122736101']"
155641457,2,"['215506243', '155641457']"
59473879,2,"['201122498', '59473879']"
96617261,2,"['30916485', '96617261']"
19749351,2,"['214940477', '19749351']"
59609280,2,"['215290672', '59609280']"
204101756,2,"['204125332', '204101756']"
199056158,6,"['199056996', '196813416', '199574446', '195190322', '8025818', '199056158']"
73724636,2,"['215381411', '73724636']"
54291920,11,"['54266474', '54272045', '54347470', '54263503', '54274448', '54241170', '54317874', '54282065', '54388182', '54301401', '54291920']"
53186328,2,"['85397359', '53186328']"
161213372,2,"['163723392', '161213372']"
5266048,2,"['215692703', '5266048']"
24445497,2,"['74726278', '24445497']"
20586737,2,"['214881620', '20586737']"
48348,2,"['215650477', '48348']"
52142799,2,"['215082409', '52142799']"
116574148,2,"['44440292', '116574148']"
11796157,2,"['60625682', '11796157']"
185006663,2,"['183014444', '185006663']"
76365410,2,"['72395480', '76365410']"
189912296,2,"['170818607', '189912296']"
13527341,2,"['215696526', '13527341']"
18655264,2,"['215196821', '18655264']"
30052589,2,"['150157278', '30052589']"
53265697,2,"['54253909', '53265697']"
85959296,2,"['10313133', '85959296']"
4697688,2,"['4698102', '4697688']"
101320493,2,"['101027155', '101320493']"
202402025,2,"['215503983', '202402025']"
208290016,2,"['21471585', '208290016']"
70834394,2,"['11533695', '70834394']"
34370,2,"['215032575', '34370']"
194431812,2,"['194019062', '194431812']"
17128851,2,"['45941914', '17128851']"
13090039,2,"['197114483', '13090039']"
34133798,2,"['16246715', '34133798']"
59605537,2,"['215359527', '59605537']"
52920342,2,"['215317084', '52920342']"
188541219,2,"['211716223', '188541219']"
126404636,2,"['215363422', '126404636']"
158636460,2,"['215242394', '158636460']"
73416890,2,"['86557083', '73416890']"
33301485,51,"['35665793', '9163271', '9586696', '36412554', '29811092', '32198936', '43477400', '33599003', '40857248', '7985443', '43405860', '5454630', '41673257', '27725610', '5139501', '42423726', '20500782', '26529328', '10244527', '22464562', '29873975', '26894010', '42351227', '32974140', '34539455', '34292543', '42619715', '45656005', '34823375', '5268433', '19683921', '44761687', '39798616', '25566296', '29937657', '46165215', '30637154', '35977059', '10668396', '21377772', '32994157', '5380588', '405874', '11943668', '29657081', '46631034', '5337467', '31051133', '34983678', '11378559', '33301485']"
49879549,2,"['215077079', '49879549']"
138975068,2,"['53491323', '138975068']"
12313903,2,"['215708697', '12313903']"
182450646,2,"['208370515', '182450646']"
197593765,5,"['197591620', '197591757', '197598479', '197593620', '197593765']"
195162748,2,"['195278098', '195162748']"
59612583,2,"['215239881', '59612583']"
197181669,2,"['32522245', '197181669']"
208745603,2,"['147234014', '208745603']"
18753997,2,"['215571530', '18753997']"
92833421,11,"['91787906', '91664540', '92088479', '92844584', '91494442', '91724737', '92218950', '91729246', '91927647', '91865829', '92833421']"
20666787,2,"['215013586', '20666787']"
201777418,2,"['162596140', '201777418']"
195231109,21,"['195231617', '195231363', '195231881', '195231626', '195232780', '195230477', '195233169', '195232801', '195232173', '195230907', '195232196', '195231048', '195232334', '195233230', '195231696', '195231825', '195231197', '195231969', '195231458', '195231079', '195231109']"
150793976,2,"['155012426', '150793976']"
15602360,2,"['215129467', '15602360']"
153487107,2,"['156346128', '153487107']"
153310720,2,"['215347225', '153310720']"
189843637,2,"['95647846', '189843637']"
197847419,2,"['157982382', '197847419']"
37629748,2,"['26646128', '37629748']"
12593334,2,"['14086070', '12593334']"
1238008,2,"['215080113', '1238008']"
5166418,2,"['4305260', '5166418']"
196642711,2,"['33614640', '196642711']"
38087376,2,"['215289278', '38087376']"
35533012,2,"['96650134', '35533012']"
44113680,2,"['214944577', '44113680']"
53301142,2,"['6507370', '53301142']"
19132585,2,"['20468239', '19132585']"
19038006,2,"['29064420', '19038006']"
71826705,2,"['32363148', '71826705']"
33212759,2,"['214833071', '33212759']"
6000202,3,"['13542955', '38376018', '6000202']"
101027630,2,"['112206858', '101027630']"
211188525,2,"['156634826', '211188525']"
10869386,2,"['215629888', '10869386']"
8984147,2,"['215596531', '8984147']"
52081310,2,"['215036793', '52081310']"
36823906,2,"['214957265', '36823906']"
101455035,2,"['197210405', '101455035']"
210072821,2,"['215496694', '210072821']"
22047105,2,"['196024033', '22047105']"
10597309,2,"['6138238', '10597309']"
17969761,2,"['215702515', '17969761']"
204322786,2,"['24451050', '204322786']"
18955964,2,"['215511600', '18955964']"
19910624,2,"['215085234', '19910624']"
132104350,2,"['215331602', '132104350']"
49311858,2,"['214936963', '49311858']"
102347656,2,"['215327012', '102347656']"
33433591,2,"['215015213', '33433591']"
21184814,2,"['215103559', '21184814']"
198123500,3,"['85705417', '198968606', '198123500']"
