corpus_id,title,authors,year,field
103714224,Static dielectric constant of the binary liquid mixture of butan-2-ol and cyclohexane,Christian  Wohlfarth ,2015,Chemistry
103828341,Static dielectric constant of the binary liquid mixture of butan-2-ol and 2-methylpropan-2-ol,Christian  Wohlfarth ,2015,Chemistry
143988778,"Articles on Mass Communications in Magazines of the U. S. A: A Selected Annotated Bibliography October, November and December 1959",Harold L. Nelson ,1960,Sociology
151280941,"Articles on Mass Communications in Magazines of the U. S. A.: A Selected Annotated Bibliography October, November and December 1958",Harold L. Nelson ,1959,Sociology
197724634,"Articles on Mass Communications in Magazines of the U. S. A: A Selected Annotated Bibliography October, November and December 1957",Harold L. Nelson ,1958,Sociology
211192546,Introduction,"R. Michael  Roberts , Harris A.  Lewin ",2020,Medicine
193555319,The 'Red Terror' and the Spanish Civil War: Introduction,Julius  Ruiz ,2014,Art
162150745,The 'Red Terror' and the Spanish Civil War,Julius  Ruiz ,2014,History
821616,Medical Philately (Medical Theme on Stamps),"Pai-Dhungat  Jv , Falguni  Parikh ",2007,Medicine
12774068,Medical philately (medical theme on stamps). Trypanosomiasis in India.,"J V Pai-Dhungat , Falguni  Parikh ",2008,Medicine
27470463,Medical philately (medical theme on stamps).,"J V Pai-Dhungat , Falguni  Parikh ",2008,Medicine
109858563,The role of quantitative analysis (strain ratio) of transrectal endoscopic ultrasound (TRUS) elastography in inflammatory bowel disease,"Nadan  Rustemović , Silvija  Čuković-Čavka , Marko  Brinar , Davor  Radić , Milorad  Opačić , Marina  Premužić , Roland  Pulanić , Boris  Vucelić ",2010,Medicine
73309650,T1256 The Role of Quantitative Analysis (Strain Ratio) of Transrectal Endoscopic Ultrasound (TRUS) Elastography in Inflammatory Bowel Disease (IBD),"Nadan  Rustemović , Silvija  Čuković-Čavka , Marko  Brinar , Davor  Radić , Milorad  Opačić , Rajko  Ostojić , Zeljko  Krznaric , Roland  Pulanić , Boris  Vucelić ",2010,Medicine
72313655,Transrectal Endoscopic Ultrasound (TRUS) Elastography in Inflammatory Bowel Disease (IBD),"Nadan  Rustemovic , Silvija  Cukovic-Cavka , Davor  Radic , Milorad  Opacic , Zeljko  Krznaric , Irena  Hrstic , Roland  Pulanic , Boris N.  Vucelic ",2009,Medicine
18606113,Systematic Review and Meta-Analysis of the Efficacy and Safety of Perampanel in the Treatment of Partial-Onset Epilepsy,"Warrington W. Q. Hsu , C. W. Sing , Ying  He , Alan J. Worsley , Ian C. K. Wong , Esther W. Chan ",2013,Medicine
79897349,"Systematic Review and Meta-Analysis of the Efficacy and Safety of Perampanel in the Treatment of Partial-Onset Epilepsy (vol 27, pg 817, 2013)","Wwq  Hsu , CW  Sing , Y  He , Alan J. Worsley , Ick  Wong , EW  Chan ",2013,Medicine
52820364,Erratum to: Systematic Review and Meta-Analysis of the Efficacy and Safety of Perampanel in the Treatment of Partial-Onset Epilepsy,"Warrington W. Q. Hsu , C. W. Sing , Ying  He , Alan J. Worsley , Ian C. K. Wong , Esther W. Chan ",2013,
189834912,Sessions of the seminar “algebra and logic”,,1973,
189832674,Sessions of the seminar “algebra and logic”,,1974,
189835187,Meetings of the seminar “algebra and logic”,,1973,
35863408,Group support systems,"J.S.  Valacich , A.R.  Dennis ",2000,Computer Science
40732689,Group support systems,"J.S.  Valacich , A.R.  Dennis ",2001,Computer Science
45185731,Group support systems,"J.S.  Valacich , A.R.  Dennis ",1999,Computer Science
155258617,Work on the Waterfront: Worker Power and Technological Change in a West Coast Port.,"Joel  Fadem , William  Finlay ",1989,Economics
146840790,Work on the Waterfront: Worker Power and Technological Change in a West Coast Port.,"Sharon  Reitman , William  Finlay ",1990,Sociology
111435526,Work on the Waterfront: Worker Power and Technological Change in a West Coast Port,"Donald  Fitzgerald , William  Finlay ",1990,Engineering
20119977,Physical principles of clinical measurement.,"PERCY  CLIFFE , D.A.P.  STRICKLAND ",1963,Medicine
6119746,Physical principles of clinical measurement.,"PERCY  CLIFFE , D.A.P.  STRICKLAND ",1963,Medicine
71836343,Physical principles of clinical measurement,"Percy  Cliffe , D.A.P.  Strickland ",1964,Medicine
71546737,Role of vascular endothelial growth factor in the regulation of angiogenesis,Napoleone  Ferrara ,1999,Medicine
37152876,Role of vascular endothelial growth factor in the regulation of angiogenesis.,N  Ferrara ,1999,Medicine
30922190,Vascular endothelial growth factor and the regulation of angiogenesis.,Napoleone  Ferrara ,2000,Biology Medicine
204978664,2012 Annual report of the American Psychological Association.,,2013,Medicine
32364748,2011 Annual Report of the American Psychological Association.,,2012,Medicine
10081838,2010 annual report of the American Psychological Association.,,2011,Medicine
85961706,Diversity and Evolution of the Primate Skin: Primate Armpit L6,"M Urban Julie , E Ehlers Megan , R Dunn Robert , E Horvath Julie , L Platt Michael , M Savage Amy ",2015,Biology
91507762,Diversity and Evolution of the Primate Skin: Primate Armpit L2,"M Savage Amy , M Urban Julie , E Ehlers Megan , L Platt Michael , R Dunn Robert , E Horvath Julie ",2015,Biology
87659517,Diversity and Evolution of the Primate Skin: Primate Armpit OTU file,"M Urban Julie , E Ehlers Megan , R Dunn Robert , E Horvath Julie , M Savage Amy , L Platt Michael ",2015,Biology
189840297,Behavior Genetics Association Meeting Abstracts,,2002,
189838795,Behavior Genetics Association Meeting Abstracts,,2000,
189839491,Behavior Genetics Association Meeting Abstracts,,2001,
11000914,Representations of Direct Product of Matrix Algebras,MatrixAlgebrasDaniele  Guido ,1999,
17314099,Representations of Direct Product of Matrix Algebras,"Daniele  Guido , Lars  Tuset ",1999,
16066594,Representations of the Direct Product of Matrix Algebras,"Daniele  Guido , Lars  Tuset ",2000,
134844153,"Provisional solar and magnetic character‐figures, Mount Wilson Observatory, January, February, and March, 1936","Seth B. Nicholson , Elizabeth E. Sternberg ",1936,Geology
135360506,"Provisional solar and magnetic character-figures, Mount Wilson Observatory, January, February, and March, 1937","Seth B.  Nicholson , Elizabeth E. S.  Mulders ",1937,Geology
134675978,"Provisional solar and magnetic character-figures, Mount Wilson Observatory January, February, and March, 1935","Seth B.  Nicholson , Elizabeth E.  Sternberg ",1935,Geology
208604562,Pantothenate kinase from Mycobacterium tuberculosis (MtPanK) in complex with GMPPCP and Pantothenate,"B.  Chetnani , P.  Kumar , A.  Surolia , M.  Vijayan ",2010,Biology
204123132,Pantothenate kinase from Mycobacterium tuberculosis (MtPanK) in complex with ADP and Pantothenate,"B.  Chetnani , S.  Das , P.  Kumar , A.  Surolia , M.  Vijayan ",2009,Chemistry
204100054,Pantothenate kinase from Mycobacterium tuberculosis (MtPanK) in complex with AMPPCP and Pantothenate,"B.  Chetnani , S.  Das , P.  Kumar , Avadhesha  Surolia , M.  Vijayan ",2009,Chemistry
166446226,Advertiser Newspapers Ltd - Guide to Australian Business Records Corporate entry,Bruce A. Smith ,1999,Business
166519116,Sun Newspapers Ltd - Guide to Australian Business Records Corporate entry,Bruce A. Smith ,1999,Business
166921830,West Australian Newspapers Ltd - Guide to Australian Business Records Corporate entry,Bruce A. Smith ,1999,Business
187903232,AY 2010/2011 FS meetings minutes: 2011-04-20,Faculty  Senate ,2011,
186537383,AY 2010/2011 FS meetings minutes: 2011-01-06,Faculty  Senate ,2011,
189390627,AY 2010/2011 FS meetings minutes: 2010-09-15,Faculty  Senate ,2011,
17421565,Algebraic reduction for the Golden Code,"Ghaya  Rekaya-Ben Othman , Laura  Luzzi , Jean-Claude  Belfiore ",2010,"Computer Science, Mathematics"
43151318,Algebraic Reduction for the Golden Code,"G.  Rekaya-Ben Othman , L.  Luzzi , J.-C.  Belfiore ",2009,"Mathematics, Computer Science"
121613959,Algebraic reduction for the Golden Code,"Ghaya Rekaya-Ben Othman , Laura  Luzzi , Jean-Claude  Belfiore ",2010,Mathematics
124017656,Proceedings of the 24th Sapporo Symposium on Partial Differential Equations,"Y.  Giga , T.  Ozawa ",1999,Physics
124740840,Proceedings of the 25th Sapporo Symposium on Partial Differential Equations,"Yoshikazu  Giga , Tohru  Ozawa ",2000,Mathematics
123088599,Proceedings of the 26th Sapporo Symposium on Partial Differential Equations,"Yoshikazu  Giga , Tohru  Ozawa ",2001,Mathematics
121974673,Scanning pentaprism measurements of off-axis aspherics,"Peng  Su , James H. Burge , Brian  Cuerden , Jose  Sasian , Hubert M. Martin ",2008,"Physics, Engineering"
124811467,Scanning Pentaprism Measurements of Off-axis Aspherics,"Peng  Su , James H. Burge , Brian  Cuerden , Jose M Sasian , Hubert M. Martin ",2008,Physics
173187343,Scanning pentaprism measurements of off-axis aspherics II,"Peng  Su , James H. Burge , Brian  Cuerden , Richard  Allen , Hubert M. Martin ",2009,Engineering
163634521,Risk and Failure in English Business 1700â€“1800,Julian  Hoppit ,1989,"History, Business"
155957266,"Risk and Failure in English Business, 1700-1800.","Larry  Neal , Julian  Hoppit ",1988,Economics
147629909,"Risk and Failure in English Business, 1700-1800","Philip  Mirowski , Julian  Hoppit ",1989,"Sociology, Business"
25093765,Prostate cancer: New biomarker panel prognosticates patient survival,Peter  Sidaway ,2015,Medicine
30782262,Prostate cancer: New biomarker panel prognosticates patient survival,Peter  Sidaway ,2015,Medicine
29602863,Prostate cancer: New biomarker panel prognosticates patient survival,Peter  Sidaway ,2015,Medicine
64091426,"Introduction to the ""Course on how to turn web-based services into Service Providers of Identity Federations""",Andrea  Biancini ,2016,Computer Science
63072164,"Second video-lecture of the ""Course on how to turn web-based services into Service Providers of Identity Federations""",Andrea  Biancini ,2016,Computer Science
59312450,"Fifth lecture of the ""Course on how to turn web-based services into Service Providers of Identity Federations""",Andrea  Biancini ,2016,Computer Science
170918347,Modern Literature and the Tragic: Introduction,K. M. Newton ,2008,Philosophy
169222308,Modern Literature and the Tragic,K. M. Newton ,2008,Philosophy
192448822,Modern Literature and the Tragic: Acknowledgements,K. M. Newton ,2008,Art
159185288,Competition and Regulation Times. November 2008. Issue 27,Iscr  Staff ,2008,Political Science
153551548,Competition and Regulation Times. November 2007. Issue 24,Iscr  Staff ,2007,Economics
159086845,Competition and Regulation Times. November 2009. Issue 30,Iscr  Staff ,2009,Political Science
8816978,[Gynecological and health profile of prostitutes].,"K  Nedoma , J  Sípová ",1973,Medicine
29013444,[Gynecological and health profile of prostitutes].,"K  Nedoma , J  Sípová ",1973,Medicine
24435357,[Gynecological and health profile of prostitutes].,"K  Nedoma , J  Sípová ",1973,Medicine
29788715,Oral Pathology Quiz #87. Case Number 3. Lichenoid mucositis.,,2015,Medicine
28734005,Oral pathology quiz #84. Case number 2. Lichenoid mucositis.,,2014,Medicine
21415581,Oral Pathology Quiz #89. Case Number 3. Lichenoid mucositis.,,2015,Medicine
45220728,Hailing one of health care's priceless resources--nurses.,Michael  Greenberg ,2002,Medicine
20645521,Hailing one of health care's priceless resources--nurses.,M  Greenberg ,2002,Sociology Medicine
45595699,Hailing one of health care's priceless resources--nurses.,Michael  Greenberg ,2002,Medicine
171813141,"Understanding According to Bernard J. F. Lonergan, S. J.",Edward  MacKinnon ,2017,Philosophy
201709883,"Understanding according to Bernard J. F. Lonergan, S.J.",Edward M. MacKinnon ,2017,
201766797,"Understanding According to Bernard J. F. Lonergan, S.J.",Edward  MacKinnon ,2017,
195070138,"On the superfluidity of classical liquid in nanotubes, III",V. P. Maslov ,2008,
120082994,"On the superfluidity of classical liquid in nanotubes, III",Victor Pavlovich Maslov ,2008,Physics
16076359,On the superfluidity of classical liquid in nanotubes,V. P. Maslov ,2007,"Mathematics, Physics"
210510562,"Special issue on ""Metaheuristics""",,2020,Computer Science
199545516,Special issue on “Metaheuristics”,,2020,Computer Science
208015782,Special issue on “Metaheuristics”,,2020,Computer Science
198824561,The Case for Gold Vol 2,William  Rees-Mogg ,2002,Philosophy
188232965,The Case for Gold Vol 1,William  Rees-Mogg ,2002,Philosophy
188642919,The Case for Gold Vol 3,William  Rees-Mogg ,2002,Philosophy
198969738,Senses & Sensibility: Predator-Prey Experiments Reveal How Fish Perceive & Respond to Threats,"Jason  Jones , Barbara  Holloway , Elizabeth  Ketcham , John  Long ",2008,
198127859,Senses & Sensibility: Predator-Prey Experiments Reveal How Fish Perceive & Respond to Threats,"Jason  Jones , Barbara  Holloway , Elizabeth  Ketcham , John  Long ",2008,
85959630,Senses & Sensibility: Predator-Prey Experiments Reveal How Fish Perceive & Respond to Threats,"J.  Jones , B.  Holloway , E.  Ketcham , J.  Long ",2008,Biology
195857841,Outsourcing and the development of competencies,A.  Paarup Nielsen ,1999,
195857770,Outsourcing and the development of competencies,A.  Paarup Nielsen ,1999,
88538954,Outsourcing and the development of competencies,A. Paarup Nielsen ,1999,"Engineering, Biology"
35560752,Medical Appointments in the Colonies,,1906,Medicine
36312044,Medical Appointments in the Colonies,,1905,Medicine
12587902,Medical Appointments in the Colonies,,1904,Medicine
134649433,"Newsmap. Monday, January 11, 1943 : week of January 1 to January 8",Army Orientation Course ,1943,Geography
134497763,"Newsmap. Monday, January 18, 1943 : week of January 8 to January 15",Army Orientation Course ,1943,Geography
133996599,"Newsmap. Monday, January 25, 1943 : week of January 15 to January 22",Army Orientation Course ,1943,Geography
19156465,Emergency intravenous pyelography in the trauma patient. A reexamination of the indications.,"J B Fortune , J  Brahme , M  Mulligan , T L Wachtel ",1985,Medicine
72524460,Emergency Intravenous Pyelography in the Trauma Patient: A Reexamination of the Indications,"John B. Fortune , Johan  Brahme , Michael  Mulligan , Thomas L. Wachtel ",1985,Medicine
80556788,Emergency Intravenous Pyelography in the Trauma Patient: a Reexamination of the Indications,"J.B.  Fortune , J.  Brahme , M.  Mulligan , T.L.  Wachtel ",1986,Medicine
92525586,2015 King Faisal International Prize for Science and Medicine,Sameen Ahmed Khan ,2015,Biology
91589947,2016 King Faisal International Prize for Science and Medicine,Sameen Ahmed Khan ,2016,Biology
92543037,2014 King Faisal International Prize for Science and Medicine,Sameen Ahmed Khan ,2014,Biology
51656416,High-potential testing equipment for quantity production,C. M. Summers ,1941,
51637940,High-Potential Testing Equipment for Quantity Production,Claude M. Summers ,1941,Engineering
51673749,High-potential testing equipment for quantity production,C. M.  Summers ,1941,
174755681,"Fifty-seventh Christmas Bird Count. 160. Southern Dorchester County, Md",C. S. Robbins ,1957,
176757379,"Fifty-sixth Christmas Bird Count. 147. Southern Dorchester County, Md",C. S. Robbins ,1956,
163104694,"Fifty-ninth Christmas Bird Count. 181. Southern Dorchester County, Md",C. S. Robbins ,1959,Geography
8557425,Distribution and specific central projections of mechanoreceptors in the thorax and proximal leg joints of locusts,"Dr. H. J. Pflüger , P.  Bräunig , R.  Hustert ",2004,"Biology, Medicine"
29439820,Distribution and specific central projections of mechanoreceptors in the thorax and proximal leg joints of locusts,"P.  Bräunig , R.  Hustert , H. J. Pflüger ",2004,Medicine Biology
11631406,Distribution and specific central projections of mechanoreceptors in the thorax and proximal leg joints of locusts,"Dr. R. Hustert , J. H. Pflüger , P.  Bräunig ",2004,Medicine Biology
121922145,Reactions of excited atoms and molecules with atoms and molecules,"H.  Hotop , A.  Niehaus , A. L.  Schmeltekopf ",1969,Physics
123235493,Reactions of excited atoms and molecules with atoms and molecules,"H.  Hotop , A.  Niehaus ",1970,Physics
118596422,Reactions of excited atoms and molecules with atoms and molecules,"H.  Hotop , A.  Niehaus ",1969,Physics
7816504,Cis-diamminedichloroplatinum as a therapeutic agent in metastatic transitional cell carcinoma.,"P C Peters , M R O'Neill ",1980,Medicine
77932888,Cis-Diamminebichloroplatinum as a Therapeutic Agent in Metastatic Transitional Cell Carcinoma,"Paul C.  Peters , Michael R.  O’Neill ",1980,Medicine
37353725,Cis-diamminedichloroplatinum as a therapeutic agent in metastatic transitional cell carcinoma.,"P C Peters , M R O'Neill ",1979,Medicine
104244377,Multicolor Two-photon Imaging of Endogenous Fluorophores in Living Tissues by Wavelength Mixing,"Chiara  Stringari , Lamiae  Abdeladim , Pierre  Mahou , Guy  Malkinson , Sébastien  BRIZION , Jean-Baptiste  Galey , Willy  Supatto , Renaud  Legouis , Ana-Maria  Pena , Emmanuel  Beaurepaire ",2018,Materials Science
99081396,An Efficient Multicolor Two-Photon Imaging of Endogenous Fluorophores in Living Tissues by Wavelength Mixing,"Chiara  Stringari , Lamiae  Abdeladim , Guy  Malkinson , Willy  Supatto , Sébastien  Brizion , Jean-Baptiste  Galey , Ana-Maria  Pena , Renaud  Legouis , Emmanuel  Beaurepaire ",2017,Chemistry
10824901,Multicolor two-photon imaging of endogenous fluorophores in living tissues by wavelength mixing,"Chiara  Stringari , Lamiae  Abdeladim , Guy  Malkinson , Pierre  Mahou , Xavier  Solinas , Isabelle  Lamarre , Sébastien  Brizion , Jean-Baptiste  Galey , Willy  Supatto , Renaud  Legouis , Ana-Maria  Pena , Emmanuel  Beaurepaire ",2017,"Medicine, Biology"
195862817,The equitable distribution of the benefits from decentralization: a challenge for power system designers,S.  Talukdar ,2002,Engineering
26713452,The equitable distribution of the benefits from decentralization: a challenge for power system designers,S.  Talukdar ,2002,Engineering
168386637,The equitable distribution of the benefits from decentralization: a challenge for power system designers,Sarosh N. Talukdar ,2002,Computer Science
53433757,Eyesight and School Life,"Simeon  Snell , F Rc S Ed Bristol , John  Wright ",1896,
813469,Eyesight and School Life,"Simeon  Snell , John  Wright ",1896,
4742333,Eyesight and School Life,"Simeon  Snell , F R C S E Bristol , John  Wright ",1895,
3621432,Relative body fat and anthropometric prediction of body density of male athletes,"R. T. Withers , N. P. Craig , P. C. Bourdon , K. I. Norton ",2004,Medicine
12549593,Relative body fat and anthropometric prediction of body density of female athletes,"R. T. Withers , N. O. Whittingham , K. I. Norton , J. La Forgia , M. W. Ellis , A.  Crockett ",2004,Medicine
43453715,Relative body fat and anthropometric prediction of body density of female athletes,"R. T. Withers , N. O. Whittingham , K. I. Norton , J. La Forgia , M. W. Ellis , A.  Crockett ",2004,Medicine
201140721,[PDF] NCERT Solutions for Class 12 Computer Science (C++) Chapter - 5 – Inheritance,  Ram ,2019,Computer Science
201128593,[PDF] NCERT Solutions for Class 12 Computer Science (C++) Chapter - 9 – Stack,  Ram ,2019,Computer Science
201125569,[PDF] NCERT Solutions for Class 12 Computer Science (C++) Chapter 10 – Queue,  Ram ,2019,Computer Science
129932852,"Ecological Surveillance And Monitoring At The Wetland Centre, Barn Elm",R J Bullock ,1996,Environmental Science
140704678,"Ecological Surveillance & Monitoring At The Wetland Centre, Barn Elms,",R J Bullock ,1996,Environmental Science
130116639,Ecological Surveillance & Monitoring At The Wetland Centre,R J Bullock ,1996,Environmental Science
188774688,Irises that are growing Over-the-Garden-Wall : 1931 [catalog] /,Louise W.  Kellogg ,1931,
188121284,Irises that are growing Over-the-Garden-Wall : 1930 [catalog] /,L. W.  Kellogg ,1930,
186839183,Irises that are growing Over-the-Garden-Wall : 1929 [catalog] /,"L. W. Kellogg ,   Over-the-Garden-Wall ",1929,
17809673,The intermediate-mass SM Higgs boson at the NLC : reducible and irreducible backgrounds to the Bjorken production channel 1,Stefano  Moretti ,1995,
119511094,The intermediate-mass ?ℳ Higgs boson at the NLC: reducible and irreducible backgrounds to the Bjorken production channel,Stefano  Moretti ,1995,Physics
121610551,The intermediate-massL M Higgs boson at the NLC: reducible and irreducible backgrounds to the Bjorken production channel,Stefano  Moretti ,1996,Physics
17629556,Proton-proton collisions at production thresholds,"P.  Moskal , H.-H.  Adam , A.  Budzanowski , D.  Grzonka , L.  Jarczyk , A.  Khoukaz , K.  Kilian , M.  Köhler , P.  Kowina , N.  Lang , T.  Lister , W.  Oelert , C.  Quentmeier , R.  Santo , G.  Schepers , T.  Sefzick , S.  Sewerin , M.  Siemaszko , J.  Smyrski , M. Soko lowski , A. Strza lkowski , M.  Wolke , P.  Wüstner , W.  Zipper ",2000,
119532973,Proton-proton collisions at production thresholds,"Paweł  Moskal , H.-H.  Adam , A.  Budzanowski , D.  Grzonka , L.  Jarczyk , A.  Khoukaz , K.  Kilian , M.  Koehler , P.  Kowina , N.  Lang , Tim A. Lister , W.  Oelert , C.  Quentmeier , R.  Santo , G.  Schepers , T.  Sefzick , S.  Sewerin , M.  Siemaszko , J.  Smyrski , M.  Sokolowski , A.  Strzalkowski , Magnus  Wolke , P.  Wuestner , W.  Zipper ",2000,Physics
14870238,Proton-proton collisions at production thresholds,"P.  Moskal , H.-H.  Adam , A.  Budzanowski , D.  Grzonka , L.  Jarczyk , A.  Khoukaz , K.  Kilian , M.  Köhler , P.  Kowina , N.  Lang , T.  Lister , W.  Oelert , C.  Quentmeier , R.  Santo , G.  Schepers , T.  Sefzick , S.  Sewerin , M.  Siemaszko , J.  Smyrski , M. Soko lowski , A. Strza lkowski , M.  Wolke , P.  Wüstner , W.  Zipper ",2000,
9062904,Touch and relate: body experience among staff in habilitation services,"Görel  Råsmark , Bengt  Richt , Carl Edvard Rudebeck ",2014,"Psychology, Medicine"
195670602,Touch and relate: body experience among staff in habilitation services.,"Görel  Råsmark , Bengt  Richt , Carl  Edvard Rudebeck ",2014,Medicine
195672614,Touch and relate: body experience among staff in habilitation services.,"Görel  Råsmark , Bengt  Richt , Carl  Edvard Rudebeck ",2014,Medicine
208327416,Prevalence of Alpha-Globin Gene Deletions amongst Patients with Unexplained Microcytosis in a North-American Population.,"Julie  Bergeron , Xiaoduan  Weng , Louise  Robin , Harold J. Olney , Denis  Soulieres ",2004,Medicine
196597604,Prevalence of alpha-globin gene deletions among patients with unexplained microcytosis in a North-American population.,"Julie  Bergeron , Xiaoduan  Weng , Louise  Robin , Harold J. Olney , Denis  Soulieres ",2005,Biology
23360055,Prevalence of alpha-globin gene deletions among patients with unexplained microcytosis in a North-American population.,"Julie  Bergeron , Xiaoduan  Weng , Louise  Robin , Harold J Olney , Denis  Soulières ",2005,Medicine
123563881,Second‐order nonlinear optical effects of spin currents,"Jing  Wang , Ren-Bao  Liu , Bang-Fen  Zhu ",2011,Physics
199667819,Second-order nonlinear optical effects of spin currents,"Ren-Bao  Liu , Jing  Wang , Bang-Fen  Zhu ",2010,Physics
6621268,Second-order nonlinear optical effects of spin currents,"Jing  Wang , Bang-Fen  Zhu , Ren-Bao  Liu ",2010,"Physics, Medicine"
27193154,"Progress Measures, Immediate Determinacy, and a Subset Construction for Tree Automata",Nils  Klarlund ,1994,Computer Science Mathematics
118631780,"Progress measures, immediate determinacy, and a subset construction for tree automata",Nils  Klarlund ,1992,Mathematics
194703,"Progress Measures, Immediate Determinacy, and a Subset Construction for Tree Automata",Nils  Klarlund ,1992,Computer Science
119447761,Characterization of Jovian plasma-embedded dust particles,A. L. Graps ,2006,Physics
17144619,Characterization of Jovian Plasma-Embedded Dust Particles,Amara L. Graps ,2006,
3052733,Characterization of Jovian Plasma-Embedded Dust Particles,Amara L. Graps ,2006,
15583142,Charm as a Key to Diffractive Processes,"W.  Buchmüller , M. F. McDermott ",1997,
119496893,Charm as a key to diffractive processes,"W.  Buchmüller , M. F. McDermott , Arthur  Hebecker ",1997,Physics
14774270,Charm as a Key to Diffractive Processes,"W.  Buchmüller , M. F. McDermott ",1997,
15381570,Limitations of IPsec Policy Mechanisms,"Jari.  Arkko , Pekka.  Nikander ",2003,
1419740,Limitations of IPsec policy mechanisms,Jari  Arkko ,2003,Computer Science
16843230,Limitations of IPsec Policy Mechanisms,"Jari  Arkko , Pekka  Nikander ",2003,Computer Science
144986065,Ghost stories from the American South,W. K. McNeil ,1986,Sociology
165805435,Ghost Stories from the American South,"Michael  Luster , W. K. McNeil ",1986,History
163567565,Ghost Stories from the American South,"Kim  Burdick , W. K.  McNeil ",1986,History
165400424,New Essays on Plato and Aristotle,"Procope S. Costas , Renford  Bambrough ",1966,History
170219458,New essays on Plato and Aristotle,"D. W. Hamlyn , R.  Bambrough ",1966,Philosophy
170966671,New Essays on Plato and Aristotle.,"Alexander P. D.  Mourelatos , Renford  Bambrough ",1968,Philosophy
146850892,The letters of Sir William Jones,"Rosane  Rocher , Garland  Cannon , William  Jones ",1971,History Psychology
164003301,The Letters of Sir William Jones,"Elinor  Shaffer , Garland  Cannon , William  Jones ",1972,History
165891519,The Letters of Sir William Jones,"Rosane  Rocher , Garland  Cannon , William  Jones ",1972,History
153840121,International monetary cooperation,"Ralph  Hawtrey , George N. Halm ",1946,Economics
156728562,International Monetary Cooperation.,"I.  de Vegh , George N.  Halm ",1945,Political Science
149620966,International Monetary Cooperation.,"Michael A. Heilperin , George N. Halm ",1945,Sociology
152810416,Simple Monetary Policy Rules Under Model Uncertainty,"Peter  Isard , Douglas  Laxton , Ann-Charlotte  Eliasson ",1999,
197760185,Simple Monetary Policy Rules Under Model Uncertainty,"Peter  Isard , Douglas  Laxton , Ann-Charlotte  Eliasson ",1999,Economics
198614629,Simple Monetary Policy Rules Under Model Uncertainty,"Ann-Charlotte  Eliasson , Peter  Isard , Douglas  Laxton ",1999,Economics
35345642,"Northern Ireland disease surveillance, October to December 2010",,2011,Medicine
31858123,"Northern Ireland disease surveillance, October to December 2009",,2010,Medicine
43875396,"Northern Ireland disease surveillance, October to December 2011",,2012,Medicine
199800376,Disclosable Version of the ISR - Financial Sector Support Project - P150938 - Sequence No : 08,Ali  Zafar ,2019,Business
169057892,Disclosable Version of the ISR - Financial Sector Support Project - P150938 - Sequence No : 06,Ali  Zafar ,2018,Business
169868229,Disclosable Version of the ISR - Financial Sector Support Project - P150938 - Sequence No : 07,Ali  Zafar ,2019,Business
140133168,Ratio of the vitreous vascular endothelial growth factor and pigment epithelial-derived factor in Eales disease,"Narayanasamy  Angayarkanni , Radhakrishnan  Selvi , Pukhraj  Rishi , Jyotirmoy  Biswas , J. Bhavesh Shah , Joyce  Tombran-Tink ",2009,
6853836,Ratio of the vitreous vascular endothelial growth factor and pigment epithelial-derived factor in Eales disease,"Narayanasamy  Angayarkanni , Radhakrishnan  Selvi , Rishi  Pukhraj , Jyotirmoy  Biswas , Shah J. Bhavesh , Joyce  Tombran-Tink ",2009,Medicine
54561212,Ratio of the vitreous vascular endothelial growth factor and pigment epithelial-derived factor in Eales disease.,"Narayanasamy  Angayarkanni , Radhakrishnan  Selvi , Rishi  Pukhraj , Jyotirmoy  Biswas , Shah J Bhavesh , Joyce  Tombran-Tink ",2009,Medicine
194252216,McCullough's seed catalogue and amateur's guide : 1921 /,H. B.  McCullough ,1921,Art
193856996,McCullough's seed catalogue and amateur's guide : 1920 /,H. B.  McCullough ,1920,Art
192614988,McCullough's seed catalogue and amateur's guide : 1923 /,H. B.  McCullough ,1923,Art
10086512,Stability of solutions of antineoplastic agents during preparation and storage for in vitro assays,Andrew G. Bosanquet ,2004,Chemistry Medicine
25715406,Stability of solutions of antineoplastic agents during preparation and storage for in vitor assays,Andrew G. Bosanquet ,2004,
25702927,Stability of solutions of antineoplastic agents during preparation and storage for in vitro assays,Andrew G. Bosanquet ,2004,Medicine
195241330,"Beyond Posted Prices: the Past, Present, and Future of Participative Pricing Mechanisms","Martin  Spann , Robert  Zeithammer , Marco  Bertini , Ernan  Haruvy , Sandy D.  Jap , Oded  Koenigsberg , Vincent  Mak , Peter  Popkowski Leszczyc , Bernd  Skiera , Manoj  Thomas ",2018,
42388611,"Beyond Posted Prices: The Past, Present, and Future of Participative Pricing Mechanisms","Martin  Spann , Robert  Zeithammer , Marco  Bertini , Ernan  Haruvy , Sandy D. Jap , Oded  Koenigsberg , Vincent  Mak , Peter T. L. Popkowski Leszczyc , Bernd  Skiera , Manoj  Thomas ",2018,Business
199713239,"Beyond Posted Prices: The Past, Present, and Future of Participative Pricing Mechanisms","Martin  Spann , Robert  Zeithammer , Marco  Bertini , Ernan  Haruvy , Sandy D. Jap , Oded  Koenigsberg , Vincent  Mak , Peter T. L. Popkowski Leszczyc , Bernd  Skiera , Manoj  Thomas ",2017,Business
141709131,Circles of Recovery: References,Keith  Humphreys ,2003,Psychology
66145887,Circles of Recovery,Keith  Humphreys ,2003,Psychology
